1291683276604678144,metofficeSEEng,2020-08-07 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/OANnSO2iSS https://t.co/Zut8Kh3URl,Yellow,7,4
1291683269361020939,metofficeSEEng,2020-08-07 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/FmT60A45Sd https://t.co/mnHwemMjc3,Yellow,2,6
1289121384308723717,metofficeSEEng,2020-07-31 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/ElSYmRJGaZ https://t.co/BPqDmQskVT,Yellow,17,14
1286952593768423424,metofficeSEEng,2020-07-25 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/QKb9WxXZwG https://t.co/8qplv45nsR,Yellow,16,8
1275724494204801025,metofficeSEEng,2020-06-24 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/FvRZ8ohaBG https://t.co/QHuXU82am8,Yellow,11,5
1275724487967870976,metofficeSEEng,2020-06-24 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/Gw1Drt5ugt https://t.co/zkzr91vL6y,Yellow,2,1
1273223819105271808,metofficeSEEng,2020-06-17 00:00:00+00:00,"Heavy #showers and #Thunderstorms already developing across SE England.  More expected through today and tomorrow.  We could see some #lightning, #hail and surface water flooding in places. #WeatherAware https://t.co/B0oeWwAXfv",,6,7
1273192295282536448,metofficeSEEng,2020-06-17 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/VwaKoUPlN4 https://t.co/u7q2ZkHzaE,Yellow,5,4
1272827399671918593,metofficeSEEng,2020-06-16 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/AfjGrfG6Bo https://t.co/HvXUZUITgZ,Yellow,14,6
1272827395855147012,metofficeSEEng,2020-06-16 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/UZfIuvCPcZ https://t.co/ZRXfeUORSR,Yellow,5,1
1268150115870613505,metofficeSEEng,2020-06-03 00:00:00+00:00,"Although many places are currently dry, a few heavy #Showers and #Thunderstorms are developing in parts of Sussex and Kent ahead of the rain which is expected to move east later today.  Watch out for some difficult driving conditions and standing water #WeatherReady https://t.co/uz9Vfpq0SI",,7,6
1235483829462134784,metofficeSEEng,2020-03-05 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/wRaR45Xtcf https://t.co/wznw97NhRD,Yellow,11,12
1232986504483336192,metofficeSEEng,2020-02-27 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/W7Rkau0oNa https://t.co/iieUaImGIi,Yellow,8,9
1232975298502615042,metofficeSEEng,2020-02-27 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/1BQSD39WNg https://t.co/pC3jSnBPd6,Yellow,5,0
1232606618723860480,metofficeSEEng,2020-02-26 00:00:00+00:00,Yellow Warning of Snow affecting England (London &amp; South East England) https://t.co/0nCeA67M8l https://t.co/lONViTjExn,Yellow,11,0
1232507716058222592,metofficeSEEng,2020-02-26 00:00:00+00:00,Yellow Warning of Snow And Ice affecting England (London &amp; South East England) https://t.co/H5zfyUhc8G https://t.co/HVRbrRbZo4,Yellow,14,8
1232248005647945729,metofficeSEEng,2020-02-25 00:00:00+00:00,Yellow Warning of Ice affecting England (London &amp; South East England) https://t.co/wrdlgLFrAa https://t.co/17DATJrVxJ,Yellow,16,4
1227910929595060224,metofficeSEEng,2020-02-13 00:00:00+00:00,Amber Warning of Rain affecting England (London &amp; South East England) https://t.co/UeywbhpBdx https://t.co/Jr1Cx4kbv7,Amber,20,10
1227196220235370498,metofficeSEEng,2020-02-11 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/qtrR42XBrt https://t.co/aawqIwQoko,Yellow,4,5
1227179860461666304,metofficeSEEng,2020-02-11 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/I5NAjxA4A1 https://t.co/xMcLTK08oH,Yellow,10,5
1226095338613641216,metofficeSEEng,2020-02-08 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/acLl6jws4a https://t.co/bCRTVISvU6,Yellow,8,2
1224638484658286592,metofficeSEEng,2020-02-04 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/lYczi6XG7s https://t.co/sbZE2vZv71,Yellow,11,7
